text,labels
"Only minor differences could be evidenced by this method between the samples from ""inhibited"" and ""non inhibited"" areas; more evident differences appeared after dialysis",O O O O O O O O O O O B-Agr O O O O O B-Agr O O O O O B-Agr
Waterlogging slowed shoot fresh weight accumulation leaf extension and nodal root growth; it also caused death of the seminal root system and early senescence of the lower leaves,B-Agr O O O B-Agr B-Agr O B-Agr O O O B-Agr O O O B-Agr O O O O O O O B-Agr O O O B-Agr
However the shoot dry weight initially increased above that of the non-waterlogged controls and thus was not a reliable indicator of the early restriction to plant growth and development,O O O O B-Agr O O O O O O O O O O O O O O O O O O O O B-Agr I-Agr O B-Agr
Ultraviolet-B radiation effects were dependent upon the level of photosynthetically active radiation incident during growth,O B-Agr B-Agr O O O O O O B-Agr I-Agr I-Agr O O B-Agr
Substantial interactions between ultraviolet-B and photosynthetically active radiation indicate a need for the measurement of longer wavelength radiation when evaluating the effects of ultraviolet-B radiation on plant growth in natural conditions,O B-Agr O O O B-Agr I-Agr I-Agr O O O O O B-Agr O O B-Agr I-Agr O O O B-Agr O O I-Agr O B-Agr I-Agr O O O
Thymuses from line-7 (MD susceptible) newly hatched chicks were transplanted into thymectomised line-6 (MD resistant) newly hatched chicks,O O O O O O O B-Agr O O O O O O O O O B-Agr
These chicks were found to be over three times more susceptible to Marek's disease (MD) than appropriate controls,O B-Agr O O O O O O B-Agr O O O B-Agr I-Agr O O O O
In addition line-7 thymus and spleen cells were found to absorb more HVT than line-6 thymus and spleen cells,O O O B-Agr O B-Agr B-Agr O O O O O O O O B-Agr O B-Agr B-Agr
Evidence was given for several nutrient antagonisms (chloride - phosphate sodium - potassium sodium - calcium chloride - potassium),O O O O O O B-Agr O O O B-Agr O B-Agr B-Agr O B-Agr I-Agr O B-Agr
The sum of the various cations at each foliar level remained constant irrespective of the degree of chloride-sulfate substitution in the nutrient solution,O O O O O B-Agr O O O O O O O O O O O O O O O O O
There seems to be a connection between the pattern of proteins in the scion and rootstock and the compatibility or incompatibility of the graftings,O O O O O O O O O O B-Agr O O O O O O O B-Agr O O O O O
Defective MDV DNA was observed which had a density of 1,O O B-Agr O O O O O B-Agr O O
The significant difference in the HSDH activity does not influence the relative amount of the amino acids derived from aspartic acid which appears almost identical in the two varieties both in the seed and in the flag leaf,O O O O O O O O O O O O O O O B-Agr I-Agr O O B-Agr I-Agr O O O O O O O B-Agr O O O B-Agr O O O B-Agr I-Agr
The initial inhibition of DNA synthesis by UV is much less in light-treated cells and levels reach that of unirradiated controls much faster than when the cells are left in the dark,O O B-Agr O B-Agr B-Agr O O O O O O B-Agr B-Agr O B-Agr O O O O O O O O O O B-Agr O O O O O
There have been examined fourteen planting dates at twice-weekly frequency interval beginning from the tenth of March,O O O O O B-Agr I-Agr O O O O O O O O O O
Large differences in seed yield (q/ha) were found among dates,O O O B-Agr O O O O O B-Agr
Sowing date had no influence on the germinating capacity of saleable seeds,B-Agr I-Agr O O O O O O O O O B-Agr
Matings among other genotypes were random with an expression of passive dominance of males over females,O O O B-Agr O O O O O O O O O B-Agr O B-Agr
Soybean lipoxygenase-1 was found to contain five free sulfhydryl groups and no disulfide bridges,O O O O O O O O O B-Agr O O O B-Agr
The catalytic constant of the oxygenation of linoleic acid is reduced by approximately 50 per cent whereas the affinity towards linoleic acid remains unaltered,O O O O O O O B-Agr I-Agr O O O O O O O O O O O B-Agr I-Agr O O
The immunized cattle showed either mild or inapparent disease reactions while susceptible control cattle suffered severe disease and 72 per cent died,O O B-Agr O O O O O O O O O O B-Agr O O O O O O O O
The value of such laboratory screening of field isolates prior to field exposures is discussed,O O O O O B-Agr O O O O O O O O O
Using a linear advance function a derivation of shape factors for border irrigation advance is presented,O O O O O O O O O B-Agr O B-Agr I-Agr O O O
Using the proposed derivation irrigation advance length is predicted for two sets of data reported in the literature,O O O O B-Agr O B-Agr O O O O B-Agr O B-Agr O O O B-Agr
Results of this study are compared with those of others for the same data,B-Agr O O O O O O O O O O O O B-Agr
Pathological lesions in swine at slaughter,O B-Agr O B-Agr O O
A data system including 57 disease codes has been applied,O B-Agr O O O O O O O O
The thoracic cavity was the most commonly affected part of the body with 30-35 per cent of all recorded lesions,O B-Agr I-Agr O O O O O O O O O O O O O O O O B-Agr
Parasitic hepatitis of severe and moderate degrees were seen in about 11 per cent pleurisy in 7 per cent pneumonia - severe and moderate - in 5,O B-Agr O O O O O O O O O O O O B-Agr O O O O B-Agr O O O O O O O
"Slime forming Group N Streptococcus strains isolated from the Finnish fermented milk ""viili"" and non-slime forming control strains were characterized by comparing electrophoretic patterns of the membrane proteins",O O O O B-Agr B-Agr O O O O B-Agr I-Agr O O O O O B-Agr O O O O O O O O O B-Agr
The number of bands in the electrophoretic patterns of slime forming strains was smaller (10) than in those of non-slime forming stains (13-14),O O O O O O O O O O O B-Agr O O O O O O O O O O O
The slowly moving band 21 was the first major band in slime forming strains,O O O O O O O O O O O O O B-Agr
Three or four of the fastest bands MW 15000-41200 wee major bands in the non-slime forming strains,O O O O O O O O O O O O O O O O B-Agr
All but two or three bands in the slime forming strains were major bands,O O O O O O O O O O B-Agr O O O
Half-lives of oxamyl in soils with moisture pressures of about -9,O O B-Agr O B-Agr O O B-Agr O O O
With a humic loamy sand and a clay loam soil the rate of conversion was studied at six soil moisture levels,O O O O B-Agr O O B-Agr O B-Agr O O O O O O O O B-Agr O B-Agr
When the moisture content was lowered to values at about wilting point a gradual decrease in conversion rate ensued,O O B-Agr I-Agr O O O O O O B-Agr I-Agr O O O O O O O
At a moisture content corresponding to soil moisture pressures far below wilting point the conversion rate of oxamyl further decreased with the clay loam,O O B-Agr I-Agr O O B-Agr B-Agr B-Agr O O B-Agr I-Agr O O O O B-Agr O O O O B-Agr O
However the humic loamy sand the conversion rate increased sharply in the very dry range,O O O O B-Agr O O O O O O O O O O
Blinkers had no effect on forced or voluntary movement through narrow 0,O O O O O O O O B-Agr O O O
"Movement at a fixed rate of one sheep every 30 seconds through a ""self-feeding"" race where sheep are required to move voluntarily towards an operator was also unaffected by blinkers",B-Agr O O O O O O B-Agr O O O O O O O O B-Agr O O O O O O O O O O O O O
Measurements of the visual field showed that there was a wide blind area behind the head of a moving sheep of about 90 deg,B-Agr O O O O O O O O O O O B-Agr O O B-Agr O O O B-Agr O O O O
Thus restriction of rearward vision with blinkers would have no effect,O O O O B-Agr O O O O O O
These results suggest that devices to improve sheep movement through self-feeding races such as flaps which obscure rearward vision are unnecessary,O B-Agr O O O O O B-Agr B-Agr O B-Agr O O O O O O O B-Agr O O
The developmental stages from hatching through to metamorphosis are described,O B-Agr I-Agr O B-Agr O O B-Agr O O
Two mortality peaks were observed: the first between days 4 and 5 and the second between days 24 and 35,O B-Agr O O O O O O O O O O O O O O O O O O
The results were compared with acetone extracts of the digestive gland and chlorophyll a standard solutions,O B-Agr O O O B-Agr B-Agr O O O O O O O O B-Agr
Emission wavelength peaks were 671,B-Agr B-Agr O O O
Total aboveground elemental content of N K Ca and Mn varied significantly for some species,O O O O O O O O O O O O O O B-Agr
The plant contains appreciable amounts of proteins and mineral salts and little amounts of lipids whose acidic composition is similar to that of fresh water plants,O B-Agr O O O O B-Agr O O B-Agr O O O O B-Agr O O B-Agr O O O O O O B-Agr B-Agr
Lipton's class concept is compared with classic definitions in sociology as used by Weber and by Sorokin and Zimmerman,O B-Agr O O O O O O O B-Agr O O O O O O O O O
Within each group the clones were characterized by a different IAA content,O O O O B-Agr O O O O O B-Agr O
The cuttings rooted in top water,O B-Agr O O O B-Agr
The number and length of the roots were determined six times every four days,O O O B-Agr O O B-Agr O O O B-Agr O O O
The results obtained show that on the whole the endogenous IAA content and the rooting capacity are positively correlated,O B-Agr O O O O O O O O B-Agr O O O B-Agr O O O O
Respiration rates were highest in the nitrate treatment and at high irradiance,B-Agr I-Agr O O O O O O O O O B-Agr
Net uptake rate of nitrate exhibited diurnal patterns often with two peaks occurring at the same times as those of respiration rates,O O I-Agr O O O O O O O O O O O O O B-Agr O O O B-Agr I-Agr
In experimentally infected camels progressive changes in the relative proportions of serum proteins were observed leading to a decrease in albumin level and an overall increase in gamma-globulin levels,O O O B-Agr O O O O O O O O B-Agr O O B-Agr O O O O O B-Agr O O O O O O B-Agr
No marked changes were observed in the levels of alpha and beta-globulins,O O O O O O O B-Agr O O O B-Agr
The relative proportions of several serum protein components in infected camels differed markedly from those in uninfected camels,O O O O O O O B-Agr O O B-Agr O O O O O O B-Agr
Infected camels had lower albumin levels lower beta-globulin levels and higher gamma-globulin levels than uninfected camels,O B-Agr O O O B-Agr O B-Agr B-Agr O O O B-Agr O O B-Agr
However no significant difference was found between the levels of alpha-globulin in infected and uninfected animals,O O O O O O O O B-Agr O O O O O O B-Agr
IgM levels were also increased significantly in naturally infected camels by comparison with control camels,O B-Agr O O O O O O O B-Agr O O O O B-Agr
Only minor fluctuations in IgG levels were observed in all groups,O O O O O B-Agr O O O O B-Agr
S-oxidizing bacteria increased when the quantity of elemental S added did,O B-Agr O O O O O O O O O
On the contrary the number of these bacteria decreased when high levels of sulphate were added,O O O O O O O B-Agr O O O B-Agr O O O O
In the case of combined addition the number of S-oxidizing bacteria was the highest,O O O O O O O O O O B-Agr O O O
REV was isolated from the affected chickens and from the vaccine and a similar disease was reproduced in chickens inoculated with the isolated virus and with Marek's disease vaccine contaminated with REV,O O O O O O B-Agr O O O O O O O I-Agr O O O B-Agr O O O O O O O B-Agr I-Agr O O O O
The virus persisted in the body for a long time and horizontal infection occurred,O O O O O O O O O B-Agr O O B-Agr O
It was presumed that cells used for the preparation of the vaccine were contaminated with REV,O O O O B-Agr O O O O O O O O O O O
In the chickens inoculated with REV neonatally the immune response against infection with other viruses was inhibited which resulted in an enhancement of the infection,O O B-Agr O O O O O B-Agr I-Agr O B-Agr O O B-Agr O O O O O O O O O B-Agr
Damage to chickens by infection with the isolated REVs was not striking unless a large dose of the virus was inoculated artificially into young chicks,B-Agr O B-Agr O B-Agr O O O O O O O O O O O O O O O O O O O B-Agr
Further studies however are needed to clarify the relationship between infection with REV and other factors and the influence of infection upon immunosuppression,O O O O O O O O O O B-Agr O O O O B-Agr O O O O B-Agr O B-Agr
